test model relativeRisk haplotypeLength recFrac Training_mTDT2G_cv2_useDistances_01 Training_mTDT2G_cv2_useDistances_05 Training_mTDT2G_cv2_useDistances_001 Training_mTDT2G_cv2_useDistances_005 Training_ScoreTDT_01 Training_ScoreTDT_05 Training_ScoreTDT_001 Training_ScoreTDT_005 Training_mTDT_01 Training_mTDT_05 Training_mTDT_001 Training_mTDT_005 Training_mTDT2G_cv5_useDistances_01 Training_mTDT2G_cv5_useDistances_05 Training_mTDT2G_cv5_useDistances_001 Training_mTDT2G_cv5_useDistances_005 
PowerTwoLoci Modified 2.6 2 0.0000000 0.41 0.48 0.32 0.38 0.41 0.54 0.31 0.38 0.42 0.57 0.36 0.39 0.38 0.47 0.24 0.34
PowerTwoLoci Modified 2.6 2 0.0000500 0.24 0.36 0.19 0.23 0.28 0.35 0.22 0.25 0.29 0.41 0.23 0.27 0.25 0.35 0.18 0.21
PowerTwoLoci Modified 2.6 2 0.0001000 0.1 0.16 0.02 0.07 0.15 0.21 0.04 0.09 0.12 0.22 0.08 0.11 0.06 0.12 0.02 0.03
PowerTwoLoci Modified 2.6 2 0.0001500 0.07 0.16 0.01 0.04 0.11 0.21 0.02 0.06 0.08 0.19 0.03 0.05 0.03 0.1 0.01 0.03
PowerTwoLoci Modified 2.6 2 0.0002000 0.1 0.13 0.05 0.07 0.11 0.2 0.06 0.08 0.1 0.19 0.06 0.07 0.07 0.12 0.03 0.05
PowerTwoLoci Additive 1.2 4 0.0000000 0.53 0.56 0.39 0.49 0.52 0.58 0.41 0.5 0.57 0.62 0.48 0.54 0.44 0.55 0.35 0.43
PowerTwoLoci Additive 1.2 4 0.0000500 0.19 0.33 0.16 0.19 0.21 0.31 0.13 0.17 0.25 0.34 0.16 0.23 0.2 0.29 0.11 0.17
PowerTwoLoci Additive 1.2 4 0.0001000 0.05 0.15 0.03 0.04 0.08 0.11 0.04 0.08 0.07 0.16 0.04 0.07 0.03 0.1 0.01 0.03
PowerTwoLoci Additive 1.2 4 0.0001500 0.07 0.11 0.05 0.05 0.06 0.14 0.01 0.03 0.06 0.19 0.01 0.02 0.05 0.1 0.02 0.03
PowerTwoLoci Additive 1.2 4 0.0002000 0.05 0.14 0.04 0.04 0.05 0.19 0.05 0.05 0.07 0.15 0.05 0.05 0.07 0.14 0.05 0.05
PowerTwoLoci Additive 1.6 4 0.0000000 0.51 0.65 0.42 0.47 0.52 0.65 0.42 0.48 0.59 0.69 0.46 0.52 0.44 0.57 0.35 0.42
PowerTwoLoci Additive 1.6 4 0.0000500 0.21 0.33 0.17 0.19 0.24 0.33 0.17 0.22 0.27 0.35 0.2 0.26 0.22 0.31 0.15 0.21
PowerTwoLoci Additive 1.6 4 0.0001000 0.05 0.15 0.02 0.03 0.08 0.19 0.05 0.06 0.08 0.19 0.06 0.07 0.04 0.11 0.02 0.04
PowerTwoLoci Additive 1.6 4 0.0001500 0.05 0.12 0.01 0.04 0.07 0.19 0.01 0.03 0.07 0.19 0.01 0.05 0.06 0.12 0.01 0.02
PowerTwoLoci Additive 1.6 4 0.0002000 0.11 0.16 0.05 0.06 0.1 0.21 0.04 0.07 0.1 0.18 0.07 0.09 0.07 0.1 0.06 0.07
PowerTwoLoci Additive 2.0 4 0.0000000 0.55 0.64 0.42 0.53 0.56 0.68 0.44 0.52 0.6 0.72 0.51 0.55 0.47 0.56 0.37 0.43
PowerTwoLoci Additive 2.0 4 0.0000500 0.3 0.35 0.17 0.23 0.27 0.4 0.21 0.26 0.29 0.4 0.25 0.28 0.25 0.36 0.2 0.23
PowerTwoLoci Additive 2.0 4 0.0001000 0.08 0.18 0.04 0.07 0.1 0.2 0.07 0.07 0.09 0.2 0.07 0.08 0.07 0.13 0.03 0.04
PowerTwoLoci Additive 2.0 4 0.0001500 0.05 0.12 0.03 0.05 0.12 0.22 0.02 0.08 0.09 0.22 0.04 0.07 0.05 0.15 0.01 0.02
PowerTwoLoci Additive 2.0 4 0.0002000 0.08 0.12 0.05 0.07 0.11 0.25 0.06 0.09 0.11 0.22 0.08 0.08 0.1 0.15 0.05 0.06
PowerTwoLoci Additive 2.4 4 0.0000000 0.56 0.63 0.47 0.54 0.59 0.7 0.49 0.55 0.62 0.73 0.52 0.59 0.53 0.63 0.45 0.48
PowerTwoLoci Additive 2.4 4 0.0000500 0.28 0.34 0.2 0.23 0.31 0.42 0.23 0.26 0.36 0.43 0.25 0.3 0.27 0.38 0.2 0.22
PowerTwoLoci Additive 2.4 4 0.0001000 0.08 0.13 0.02 0.07 0.13 0.24 0.07 0.1 0.1 0.26 0.08 0.1 0.06 0.17 0.03 0.03
PowerTwoLoci Additive 2.4 4 0.0001500 0.07 0.15 0.05 0.06 0.09 0.24 0.03 0.08 0.11 0.26 0.03 0.06 0.07 0.13 0.02 0.04
PowerTwoLoci Additive 2.4 4 0.0002000 0.1 0.17 0.06 0.07 0.14 0.22 0.07 0.12 0.13 0.24 0.08 0.1 0.09 0.18 0.04 0.06
PowerTwoLoci Additive 2.6 4 0.0000000 0.56 0.66 0.51 0.53 0.58 0.69 0.5 0.56 0.64 0.73 0.55 0.59 0.52 0.59 0.47 0.52
PowerTwoLoci Additive 2.6 4 0.0000500 0.34 0.42 0.21 0.3 0.32 0.43 0.25 0.3 0.39 0.47 0.29 0.35 0.28 0.41 0.21 0.27
PowerTwoLoci Additive 2.6 4 0.0001000 0.12 0.19 0.03 0.07 0.15 0.25 0.07 0.1 0.15 0.26 0.08 0.11 0.07 0.15 0.03 0.04
PowerTwoLoci Additive 2.6 4 0.0001500 0.07 0.21 0.03 0.05 0.11 0.26 0.03 0.1 0.14 0.27 0.05 0.08 0.07 0.16 0 0.05
PowerTwoLoci Additive 2.6 4 0.0002000 0.1 0.19 0.08 0.1 0.13 0.24 0.09 0.11 0.12 0.25 0.09 0.1 0.09 0.16 0.05 0.08
PowerTwoLoci DomOrDom 1.2 4 0.0000000 0.47 0.58 0.37 0.46 0.46 0.57 0.38 0.44 0.51 0.61 0.43 0.47 0.44 0.52 0.35 0.4
PowerTwoLoci DomOrDom 1.2 4 0.0000500 0.17 0.27 0.1 0.13 0.17 0.24 0.08 0.14 0.2 0.28 0.14 0.19 0.16 0.26 0.07 0.13
PowerTwoLoci DomOrDom 1.2 4 0.0001000 0.05 0.12 0.03 0.05 0.07 0.15 0.04 0.06 0.08 0.16 0.03 0.05 0.05 0.08 0.02 0.04
PowerTwoLoci DomOrDom 1.2 4 0.0001500 0.03 0.11 0.01 0.02 0.04 0.14 0 0.02 0.05 0.19 0.01 0.02 0.03 0.13 0 0.02
PowerTwoLoci DomOrDom 1.2 4 0.0002000 0.07 0.14 0.03 0.04 0.05 0.13 0.04 0.05 0.08 0.15 0.05 0.05 0.06 0.14 0.04 0.05
PowerTwoLoci DomOrDom 1.6 4 0.0000000 0.48 0.61 0.4 0.48 0.53 0.66 0.41 0.49 0.61 0.7 0.46 0.54 0.45 0.55 0.35 0.43
PowerTwoLoci DomOrDom 1.6 4 0.0000500 0.22 0.34 0.17 0.21 0.26 0.34 0.19 0.23 0.29 0.37 0.23 0.27 0.24 0.33 0.16 0.19
PowerTwoLoci DomOrDom 1.6 4 0.0001000 0.06 0.17 0.03 0.06 0.09 0.18 0.05 0.07 0.1 0.19 0.06 0.08 0.04 0.13 0.02 0.03
PowerTwoLoci DomOrDom 1.6 4 0.0001500 0.07 0.11 0.04 0.05 0.09 0.19 0.03 0.05 0.09 0.17 0.03 0.07 0.04 0.14 0.02 0.03
PowerTwoLoci DomOrDom 1.6 4 0.0002000 0.1 0.15 0.03 0.06 0.1 0.22 0.05 0.07 0.12 0.19 0.06 0.09 0.06 0.16 0.04 0.05
PowerTwoLoci DomOrDom 2.0 4 0.0000000 0.55 0.66 0.49 0.51 0.58 0.64 0.48 0.55 0.6 0.72 0.52 0.58 0.5 0.61 0.44 0.49
PowerTwoLoci DomOrDom 2.0 4 0.0000500 0.29 0.36 0.19 0.26 0.3 0.45 0.23 0.27 0.34 0.48 0.26 0.32 0.27 0.37 0.2 0.24
PowerTwoLoci DomOrDom 2.0 4 0.0001000 0.11 0.19 0.05 0.07 0.15 0.27 0.06 0.1 0.12 0.26 0.08 0.1 0.07 0.15 0.03 0.06
PowerTwoLoci DomOrDom 2.0 4 0.0001500 0.07 0.15 0.03 0.06 0.11 0.24 0.01 0.07 0.08 0.26 0.04 0.06 0.02 0.12 0 0.01
PowerTwoLoci DomOrDom 2.0 4 0.0002000 0.11 0.18 0.06 0.09 0.14 0.24 0.09 0.11 0.14 0.25 0.09 0.11 0.09 0.17 0.05 0.06
PowerTwoLoci DomOrDom 2.4 4 0.0000000 0.6 0.67 0.5 0.57 0.62 0.69 0.53 0.6 0.65 0.72 0.6 0.63 0.56 0.66 0.47 0.51
PowerTwoLoci DomOrDom 2.4 4 0.0000500 0.32 0.45 0.25 0.29 0.37 0.46 0.28 0.36 0.41 0.49 0.32 0.39 0.32 0.44 0.23 0.3
PowerTwoLoci DomOrDom 2.4 4 0.0001000 0.13 0.19 0.07 0.11 0.2 0.27 0.07 0.16 0.2 0.26 0.12 0.16 0.13 0.19 0.04 0.07
PowerTwoLoci DomOrDom 2.4 4 0.0001500 0.07 0.14 0.02 0.07 0.17 0.25 0.02 0.12 0.16 0.26 0.04 0.11 0.06 0.15 0 0.05
PowerTwoLoci DomOrDom 2.4 4 0.0002000 0.1 0.17 0.08 0.09 0.14 0.25 0.08 0.13 0.13 0.29 0.1 0.13 0.11 0.2 0.03 0.06
PowerTwoLoci DomOrDom 2.6 4 0.0000000 0.61 0.68 0.56 0.59 0.64 0.69 0.55 0.61 0.67 0.74 0.62 0.66 0.58 0.68 0.5 0.54
PowerTwoLoci DomOrDom 2.6 4 0.0000500 0.37 0.45 0.31 0.35 0.38 0.5 0.3 0.35 0.43 0.53 0.35 0.4 0.36 0.42 0.24 0.33
PowerTwoLoci DomOrDom 2.6 4 0.0001000 0.11 0.21 0.06 0.1 0.21 0.3 0.09 0.18 0.2 0.28 0.11 0.18 0.11 0.18 0.04 0.09
PowerTwoLoci DomOrDom 2.6 4 0.0001500 0.09 0.15 0 0.06 0.17 0.26 0.02 0.1 0.15 0.27 0.05 0.12 0.04 0.13 0.02 0.03
PowerTwoLoci DomOrDom 2.6 4 0.0002000 0.1 0.2 0.06 0.08 0.15 0.25 0.1 0.14 0.14 0.28 0.1 0.13 0.1 0.19 0.06 0.08
PowerTwoLoci DomAndDom 1.2 4 0.0000000 0.47 0.58 0.37 0.46 0.46 0.57 0.38 0.44 0.51 0.61 0.43 0.47 0.44 0.52 0.35 0.4
PowerTwoLoci DomAndDom 1.2 4 0.0000500 0.18 0.28 0.1 0.13 0.17 0.24 0.08 0.14 0.2 0.28 0.14 0.19 0.16 0.27 0.07 0.13
PowerTwoLoci DomAndDom 1.2 4 0.0001000 0.05 0.12 0.03 0.05 0.07 0.15 0.04 0.06 0.08 0.16 0.03 0.05 0.05 0.08 0.02 0.04
PowerTwoLoci DomAndDom 1.2 4 0.0001500 0.03 0.11 0.01 0.02 0.04 0.14 0 0.02 0.05 0.19 0.01 0.02 0.03 0.13 0 0.02
PowerTwoLoci DomAndDom 1.2 4 0.0002000 0.07 0.13 0.03 0.04 0.05 0.13 0.04 0.05 0.08 0.15 0.05 0.05 0.06 0.15 0.04 0.05
PowerTwoLoci DomAndDom 1.6 4 0.0000000 0.48 0.61 0.4 0.48 0.53 0.66 0.41 0.49 0.61 0.7 0.46 0.54 0.45 0.55 0.35 0.43
PowerTwoLoci DomAndDom 1.6 4 0.0000500 0.22 0.35 0.17 0.22 0.26 0.34 0.18 0.23 0.29 0.37 0.23 0.27 0.24 0.33 0.16 0.19
PowerTwoLoci DomAndDom 1.6 4 0.0001000 0.07 0.17 0.03 0.06 0.09 0.18 0.05 0.07 0.1 0.19 0.06 0.08 0.05 0.14 0.03 0.04
PowerTwoLoci DomAndDom 1.6 4 0.0001500 0.07 0.11 0.03 0.05 0.09 0.19 0.02 0.04 0.09 0.17 0.02 0.07 0.03 0.14 0.01 0.02
PowerTwoLoci DomAndDom 1.6 4 0.0002000 0.1 0.14 0.03 0.06 0.1 0.22 0.05 0.07 0.12 0.19 0.06 0.09 0.06 0.17 0.04 0.05
PowerTwoLoci DomAndDom 2.0 4 0.0000000 0.55 0.66 0.49 0.51 0.58 0.64 0.48 0.55 0.6 0.72 0.52 0.58 0.5 0.61 0.44 0.49
PowerTwoLoci DomAndDom 2.0 4 0.0000500 0.29 0.36 0.19 0.26 0.3 0.45 0.23 0.27 0.34 0.48 0.26 0.32 0.27 0.37 0.2 0.24
PowerTwoLoci DomAndDom 2.0 4 0.0001000 0.11 0.18 0.05 0.07 0.15 0.26 0.06 0.1 0.12 0.26 0.08 0.1 0.07 0.15 0.02 0.06
PowerTwoLoci DomAndDom 2.0 4 0.0001500 0.07 0.15 0.04 0.06 0.11 0.24 0.01 0.08 0.08 0.26 0.04 0.06 0.04 0.11 0.01 0.03
PowerTwoLoci DomAndDom 2.0 4 0.0002000 0.11 0.19 0.06 0.09 0.14 0.24 0.09 0.11 0.14 0.25 0.09 0.11 0.09 0.16 0.05 0.06
PowerTwoLoci DomAndDom 2.4 4 0.0000000 0.6 0.67 0.5 0.57 0.62 0.69 0.53 0.6 0.65 0.72 0.6 0.63 0.56 0.66 0.47 0.51
PowerTwoLoci DomAndDom 2.4 4 0.0000500 0.32 0.45 0.25 0.29 0.37 0.46 0.28 0.36 0.41 0.49 0.32 0.39 0.32 0.44 0.23 0.3
PowerTwoLoci DomAndDom 2.4 4 0.0001000 0.12 0.21 0.06 0.1 0.2 0.27 0.07 0.16 0.2 0.26 0.12 0.16 0.13 0.2 0.04 0.08
PowerTwoLoci DomAndDom 2.4 4 0.0001500 0.07 0.14 0.02 0.07 0.17 0.26 0.02 0.12 0.15 0.27 0.04 0.1 0.07 0.16 0 0.04
PowerTwoLoci DomAndDom 2.4 4 0.0002000 0.1 0.17 0.08 0.09 0.14 0.25 0.08 0.13 0.13 0.29 0.1 0.13 0.11 0.18 0.03 0.06
PowerTwoLoci DomAndDom 2.6 4 0.0000000 0.61 0.68 0.56 0.59 0.64 0.69 0.55 0.61 0.67 0.74 0.62 0.66 0.58 0.68 0.5 0.54
PowerTwoLoci DomAndDom 2.6 4 0.0000500 0.37 0.45 0.31 0.35 0.38 0.5 0.3 0.35 0.43 0.53 0.35 0.4 0.36 0.42 0.24 0.33
PowerTwoLoci DomAndDom 2.6 4 0.0001000 0.12 0.21 0.06 0.1 0.21 0.3 0.09 0.17 0.2 0.28 0.11 0.18 0.11 0.18 0.04 0.08
PowerTwoLoci DomAndDom 2.6 4 0.0001500 0.07 0.16 0 0.06 0.17 0.26 0.02 0.11 0.15 0.27 0.05 0.12 0.05 0.12 0.01 0.03
PowerTwoLoci DomAndDom 2.6 4 0.0002000 0.1 0.19 0.06 0.08 0.15 0.25 0.1 0.14 0.15 0.28 0.1 0.13 0.1 0.18 0.06 0.08
PowerTwoLoci RecOrRec 1.2 4 0.0000000 0.4 0.53 0.34 0.4 0.44 0.52 0.37 0.43 0.49 0.58 0.41 0.45 0.39 0.52 0.34 0.38
PowerTwoLoci RecOrRec 1.2 4 0.0000500 0.11 0.22 0.05 0.09 0.16 0.25 0.1 0.11 0.18 0.26 0.13 0.16 0.13 0.21 0.05 0.08
PowerTwoLoci RecOrRec 1.2 4 0.0001000 0.06 0.13 0.02 0.05 0.05 0.11 0.04 0.05 0.05 0.17 0.03 0.05 0.03 0.09 0.02 0.03
PowerTwoLoci RecOrRec 1.2 4 0.0001500 0.05 0.11 0.02 0.04 0.04 0.11 0 0.02 0.06 0.14 0 0.02 0.02 0.14 0 0
PowerTwoLoci RecOrRec 1.2 4 0.0002000 0.04 0.14 0.04 0.04 0.05 0.15 0.04 0.05 0.06 0.12 0.04 0.06 0.05 0.11 0.04 0.05
PowerTwoLoci RecOrRec 1.6 4 0.0000000 0.48 0.56 0.4 0.45 0.49 0.58 0.38 0.47 0.55 0.62 0.48 0.5 0.42 0.52 0.37 0.4
PowerTwoLoci RecOrRec 1.6 4 0.0000500 0.18 0.25 0.11 0.15 0.19 0.28 0.09 0.16 0.25 0.34 0.13 0.21 0.13 0.25 0.06 0.11
PowerTwoLoci RecOrRec 1.6 4 0.0001000 0.05 0.15 0.02 0.05 0.06 0.16 0.02 0.05 0.07 0.16 0.03 0.04 0.05 0.1 0 0.02
PowerTwoLoci RecOrRec 1.6 4 0.0001500 0.04 0.08 0.02 0.02 0.03 0.12 0.01 0.03 0.05 0.17 0.01 0.02 0.02 0.09 0 0.01
PowerTwoLoci RecOrRec 1.6 4 0.0002000 0.05 0.12 0.04 0.05 0.05 0.18 0.05 0.05 0.09 0.2 0.05 0.05 0.07 0.11 0.04 0.06
PowerTwoLoci RecOrRec 2.0 4 0.0000000 0.49 0.61 0.43 0.48 0.52 0.64 0.45 0.49 0.57 0.71 0.47 0.54 0.46 0.6 0.35 0.42
PowerTwoLoci RecOrRec 2.0 4 0.0000500 0.2 0.3 0.13 0.19 0.25 0.32 0.16 0.24 0.28 0.35 0.22 0.26 0.22 0.31 0.17 0.19
PowerTwoLoci RecOrRec 2.0 4 0.0001000 0.05 0.15 0.02 0.03 0.08 0.15 0.05 0.08 0.1 0.16 0.07 0.07 0.05 0.09 0.02 0.03
PowerTwoLoci RecOrRec 2.0 4 0.0001500 0.05 0.14 0 0.03 0.08 0.19 0.02 0.03 0.07 0.23 0.02 0.05 0.06 0.12 0.02 0.02
PowerTwoLoci RecOrRec 2.0 4 0.0002000 0.06 0.15 0.04 0.06 0.07 0.21 0.05 0.06 0.09 0.18 0.05 0.08 0.07 0.14 0.04 0.06
PowerTwoLoci RecOrRec 2.4 4 0.0000000 0.52 0.61 0.43 0.51 0.56 0.67 0.44 0.51 0.61 0.73 0.49 0.56 0.48 0.57 0.38 0.46
PowerTwoLoci RecOrRec 2.4 4 0.0000500 0.28 0.4 0.2 0.25 0.28 0.38 0.22 0.26 0.31 0.41 0.25 0.28 0.25 0.34 0.15 0.21
PowerTwoLoci RecOrRec 2.4 4 0.0001000 0.07 0.15 0.02 0.06 0.11 0.17 0.07 0.09 0.11 0.17 0.07 0.09 0.05 0.12 0.02 0.03
PowerTwoLoci RecOrRec 2.4 4 0.0001500 0.07 0.14 0.03 0.05 0.11 0.19 0.02 0.06 0.08 0.24 0.02 0.06 0.04 0.13 0 0.03
PowerTwoLoci RecOrRec 2.4 4 0.0002000 0.09 0.14 0.06 0.09 0.13 0.28 0.06 0.09 0.1 0.22 0.06 0.08 0.07 0.13 0.04 0.05
PowerTwoLoci RecOrRec 2.6 4 0.0000000 0.56 0.63 0.44 0.54 0.53 0.66 0.46 0.49 0.59 0.74 0.5 0.54 0.49 0.58 0.43 0.45
PowerTwoLoci RecOrRec 2.6 4 0.0000500 0.28 0.36 0.19 0.26 0.29 0.39 0.22 0.26 0.33 0.42 0.25 0.3 0.28 0.37 0.22 0.24
PowerTwoLoci RecOrRec 2.6 4 0.0001000 0.09 0.21 0.04 0.08 0.09 0.22 0.07 0.07 0.12 0.25 0.07 0.09 0.07 0.16 0.02 0.05
PowerTwoLoci RecOrRec 2.6 4 0.0001500 0.08 0.15 0.03 0.06 0.1 0.22 0.03 0.08 0.12 0.24 0.05 0.07 0.04 0.14 0.02 0.02
PowerTwoLoci RecOrRec 2.6 4 0.0002000 0.11 0.19 0.06 0.1 0.14 0.25 0.08 0.13 0.12 0.28 0.09 0.11 0.11 0.15 0.05 0.09
PowerTwoLoci Threshold 1.2 4 0.0000000 0.4 0.53 0.34 0.4 0.44 0.52 0.37 0.43 0.49 0.58 0.41 0.45 0.39 0.52 0.34 0.38
PowerTwoLoci Threshold 1.2 4 0.0000500 0.11 0.22 0.05 0.09 0.16 0.25 0.1 0.11 0.18 0.26 0.13 0.16 0.13 0.21 0.05 0.08
PowerTwoLoci Threshold 1.2 4 0.0001000 0.06 0.13 0.02 0.05 0.05 0.11 0.04 0.05 0.05 0.17 0.03 0.05 0.03 0.09 0.02 0.03
PowerTwoLoci Threshold 1.2 4 0.0001500 0.05 0.11 0.02 0.04 0.04 0.11 0 0.02 0.06 0.14 0 0.02 0.02 0.14 0 0
PowerTwoLoci Threshold 1.2 4 0.0002000 0.04 0.14 0.04 0.04 0.05 0.15 0.04 0.05 0.06 0.12 0.04 0.06 0.05 0.11 0.04 0.05
PowerTwoLoci Threshold 1.6 4 0.0000000 0.48 0.56 0.4 0.45 0.49 0.58 0.38 0.47 0.55 0.62 0.48 0.5 0.42 0.52 0.37 0.4
PowerTwoLoci Threshold 1.6 4 0.0000500 0.18 0.25 0.11 0.15 0.19 0.28 0.09 0.16 0.25 0.34 0.13 0.21 0.13 0.25 0.06 0.11
PowerTwoLoci Threshold 1.6 4 0.0001000 0.05 0.15 0.02 0.05 0.06 0.16 0.02 0.05 0.07 0.16 0.03 0.04 0.05 0.1 0 0.02
PowerTwoLoci Threshold 1.6 4 0.0001500 0.04 0.08 0.02 0.02 0.03 0.12 0.01 0.03 0.05 0.17 0.01 0.02 0.02 0.09 0 0.01
PowerTwoLoci Threshold 1.6 4 0.0002000 0.05 0.12 0.04 0.05 0.05 0.18 0.05 0.05 0.09 0.2 0.05 0.05 0.07 0.11 0.04 0.06
PowerTwoLoci Threshold 2.0 4 0.0000000 0.49 0.61 0.43 0.48 0.52 0.64 0.45 0.49 0.57 0.71 0.47 0.54 0.46 0.6 0.35 0.42
PowerTwoLoci Threshold 2.0 4 0.0000500 0.2 0.3 0.13 0.19 0.25 0.32 0.16 0.24 0.28 0.35 0.22 0.26 0.22 0.31 0.17 0.19
PowerTwoLoci Threshold 2.0 4 0.0001000 0.05 0.15 0.02 0.03 0.08 0.15 0.05 0.08 0.1 0.16 0.07 0.07 0.05 0.09 0.02 0.03
PowerTwoLoci Threshold 2.0 4 0.0001500 0.05 0.14 0 0.03 0.08 0.19 0.02 0.03 0.07 0.23 0.02 0.05 0.06 0.12 0.02 0.02
PowerTwoLoci Threshold 2.0 4 0.0002000 0.06 0.15 0.04 0.06 0.07 0.21 0.05 0.06 0.09 0.18 0.05 0.08 0.07 0.14 0.04 0.06
PowerTwoLoci Threshold 2.4 4 0.0000000 0.52 0.61 0.43 0.51 0.56 0.67 0.44 0.51 0.61 0.73 0.49 0.56 0.48 0.57 0.38 0.46
PowerTwoLoci Threshold 2.4 4 0.0000500 0.28 0.4 0.2 0.25 0.28 0.38 0.22 0.26 0.31 0.41 0.25 0.28 0.25 0.34 0.15 0.21
PowerTwoLoci Threshold 2.4 4 0.0001000 0.07 0.15 0.02 0.06 0.11 0.17 0.07 0.09 0.11 0.17 0.07 0.09 0.05 0.12 0.02 0.03
PowerTwoLoci Threshold 2.4 4 0.0001500 0.07 0.14 0.03 0.05 0.11 0.19 0.02 0.06 0.08 0.24 0.02 0.06 0.04 0.13 0 0.03
PowerTwoLoci Threshold 2.4 4 0.0002000 0.09 0.14 0.06 0.09 0.13 0.28 0.06 0.09 0.1 0.22 0.06 0.08 0.07 0.13 0.04 0.05
PowerTwoLoci Threshold 2.6 4 0.0000000 0.56 0.63 0.44 0.54 0.53 0.66 0.46 0.49 0.59 0.74 0.5 0.54 0.49 0.58 0.43 0.45
PowerTwoLoci Threshold 2.6 4 0.0000500 0.28 0.36 0.19 0.26 0.29 0.39 0.22 0.26 0.33 0.42 0.25 0.3 0.28 0.37 0.22 0.24
PowerTwoLoci Threshold 2.6 4 0.0001000 0.09 0.21 0.04 0.08 0.09 0.22 0.07 0.07 0.12 0.25 0.07 0.09 0.07 0.16 0.02 0.05
PowerTwoLoci Threshold 2.6 4 0.0001500 0.08 0.15 0.03 0.06 0.1 0.22 0.03 0.08 0.12 0.24 0.05 0.07 0.04 0.14 0.02 0.02
PowerTwoLoci Threshold 2.6 4 0.0002000 0.11 0.19 0.06 0.1 0.14 0.25 0.08 0.13 0.12 0.28 0.09 0.11 0.11 0.15 0.05 0.09
PowerTwoLoci Modified 1.2 4 0.0000000 0.4 0.53 0.34 0.4 0.44 0.52 0.37 0.43 0.49 0.58 0.41 0.45 0.39 0.52 0.34 0.38
PowerTwoLoci Modified 1.2 4 0.0000500 0.11 0.22 0.05 0.09 0.16 0.25 0.1 0.11 0.18 0.26 0.13 0.16 0.13 0.21 0.05 0.08
PowerTwoLoci Modified 1.2 4 0.0001000 0.06 0.13 0.02 0.05 0.05 0.11 0.04 0.05 0.05 0.17 0.03 0.05 0.03 0.09 0.02 0.03
PowerTwoLoci Modified 1.2 4 0.0001500 0.05 0.11 0.02 0.04 0.04 0.11 0 0.02 0.06 0.14 0 0.02 0.02 0.14 0 0
PowerTwoLoci Modified 1.2 4 0.0002000 0.04 0.14 0.04 0.04 0.05 0.15 0.04 0.05 0.06 0.12 0.04 0.06 0.05 0.11 0.04 0.05
PowerTwoLoci Modified 1.6 4 0.0000000 0.48 0.56 0.4 0.45 0.49 0.58 0.38 0.47 0.55 0.62 0.48 0.5 0.42 0.52 0.37 0.4
PowerTwoLoci Modified 1.6 4 0.0000500 0.18 0.25 0.11 0.15 0.19 0.28 0.09 0.16 0.25 0.34 0.13 0.21 0.13 0.25 0.06 0.11
PowerTwoLoci Modified 1.6 4 0.0001000 0.05 0.15 0.02 0.05 0.06 0.16 0.02 0.05 0.07 0.16 0.03 0.04 0.05 0.1 0 0.02
PowerTwoLoci Modified 1.6 4 0.0001500 0.04 0.08 0.02 0.02 0.03 0.12 0.01 0.03 0.05 0.17 0.01 0.02 0.02 0.09 0 0.01
PowerTwoLoci Modified 1.6 4 0.0002000 0.05 0.12 0.04 0.05 0.05 0.18 0.05 0.05 0.09 0.2 0.05 0.05 0.07 0.11 0.04 0.06
PowerTwoLoci Modified 2.0 4 0.0000000 0.49 0.61 0.43 0.48 0.52 0.64 0.45 0.49 0.57 0.71 0.47 0.54 0.46 0.6 0.35 0.42
PowerTwoLoci Modified 2.0 4 0.0000500 0.2 0.3 0.13 0.19 0.25 0.32 0.16 0.24 0.28 0.35 0.22 0.26 0.22 0.31 0.17 0.19
PowerTwoLoci Modified 2.0 4 0.0001000 0.05 0.15 0.02 0.03 0.08 0.15 0.05 0.08 0.1 0.16 0.07 0.07 0.05 0.09 0.02 0.03
PowerTwoLoci Modified 2.0 4 0.0001500 0.05 0.14 0 0.03 0.08 0.19 0.02 0.03 0.07 0.23 0.02 0.05 0.06 0.12 0.02 0.02
PowerTwoLoci Modified 2.0 4 0.0002000 0.06 0.15 0.04 0.06 0.07 0.21 0.05 0.06 0.09 0.18 0.05 0.08 0.07 0.14 0.04 0.06
PowerTwoLoci Modified 2.4 4 0.0000000 0.52 0.61 0.43 0.51 0.56 0.67 0.44 0.51 0.61 0.73 0.49 0.56 0.48 0.57 0.38 0.46
PowerTwoLoci Modified 2.4 4 0.0000500 0.28 0.4 0.2 0.25 0.28 0.38 0.22 0.26 0.31 0.41 0.25 0.28 0.25 0.34 0.15 0.21
PowerTwoLoci Modified 2.4 4 0.0001000 0.07 0.15 0.02 0.06 0.11 0.17 0.07 0.09 0.11 0.17 0.07 0.09 0.05 0.12 0.02 0.03
PowerTwoLoci Modified 2.4 4 0.0001500 0.07 0.14 0.03 0.05 0.11 0.19 0.02 0.06 0.08 0.24 0.02 0.06 0.04 0.13 0 0.03
PowerTwoLoci Modified 2.4 4 0.0002000 0.09 0.14 0.06 0.09 0.13 0.28 0.06 0.09 0.1 0.22 0.06 0.08 0.07 0.13 0.04 0.05
PowerTwoLoci Modified 2.6 4 0.0000000 0.56 0.63 0.44 0.54 0.53 0.66 0.46 0.49 0.59 0.74 0.5 0.54 0.49 0.58 0.43 0.45
PowerTwoLoci Modified 2.6 4 0.0000500 0.28 0.36 0.19 0.26 0.29 0.39 0.22 0.26 0.33 0.42 0.25 0.3 0.28 0.37 0.22 0.24
